name,price,benefit
Share-EKHC,20.22,23.58
Share-PSEN,10.73,34.65
Share-BXWL,11.08,28.8
Share-JEHD,20.22,16.62
Share-HAKK,14.67,1.78
Share-CQXK,42.48,19.54
Share-NFHZ,28.09,11.42
Share-VEOO,30.85,23.97
Share-YQTP,27.63,21.53
Share-APNK,33.9,26.71
Share-FCIM,25.84,32.99
Share-CWAN,21.78,5.52
Share-ZGNB,17.54,37.44
Share-WDYF,33.55,27.54
Share-BRCC,48.93,33.39
Share-OQKF,20.36,25.37
Share-NOPE,33.63,1.17
Share-ASGY,20.47,22.18
Share-HBSR,25.7,16.14
Share-CZIZ,39.47,32.75
Share-MLUC,32.69,28.29
Share-SGHI,30.02,2.93
Share-CBUV,19.3,21.75
Share-MOVJ,13.76,23.48
Share-HAJM,6.01,8.56
Share-IQQO,0.0,7.84
Share-OLMP,5.32,35.86
Share-AUGU,20.67,23.88
Share-DBFE,36.63,33.34
Share-JEZT,24.55,7.96
Share-GXSJ,19.93,12.79
Share-XREJ,21.24,4.51
Share-SALE,27.25,33.45
Share-YSKI,0.0,24.41
Share-MYXT,23.78,30.09
Share-WEOQ,4.82,13.53
Share-NHWA,29.18,39.77
Share-CYYC,0.42,5.88
Share-XINI,13.23,26.15
Share-JHWR,15.51,4.75
Share-HSOR,17.87,17.02
Share-DXOW,24.99,38.75
Share-UMIB,44.93,35.08
Share-GYWT,38.32,3.9
Share-RQJV,20.73,31.27
Share-MHUT,30.36,21.24
Share-FNZM,22.38,34.75
Share-KPYM,19.12,20.56
Share-IIUJ,41.83,7.17
Share-DDUF,36.49,11.67
Share-VGUF,28.44,12.75
Share-THNO,31.4,17.82
Share-YYEN,25.73,4.43
Share-RZCT,18.58,23.89
Share-QRVU,16.96,35.36
Share-VFGQ,16.36,23.61
Share-URAA,30.91,25.18
Share-EBAM,29.48,4.87
Share-EAAY,23.25,32.93
Share-XFNL,44.05,23.97
Share-UTUI,22.78,31.75
Share-AIRL,7.19,31.28
Share-AYBY,40.52,10.72
Share-PWDG,39.72,12.54
Share-UGTV,46.13,28.3
Share-GHIZ,28.0,39.89
Share-UBEA,46.85,4.92
Share-VNTG,30.54,25.47
Share-NDSG,24.04,10.44
Share-OYDA,20.5,10.85
Share-KXOH,1.5,32.19
Share-FAXV,29.03,32.58
Share-QZWX,20.16,24.26
Share-ABJM,21.17,38.29
Share-OQSQ,5.07,26.84
Share-APJH,26.51,38.5
Share-HUNV,0.0,31.98
Share-EJFE,19.11,18.07
Share-BGDY,2.46,16.15
Share-PJBK,45.42,28.75
Share-PAWY,21.86,32.65
Share-KEYI,40.4,31.64
Share-JUBL,29.67,2.33
Share-BECH,35.91,3.26
Share-WALV,29.53,27.89
Share-DRAB,0.0,15.1
Share-KMTG,23.21,39.97
Share-MKXO,26.44,19.97
Share-QFPY,45.3,7.61
Share-WZIF,20.04,5.6
Share-VSIP,42.36,13.16
Share-IFTU,37.65,13.98
Share-WMHE,25.47,18.35
Share-NMDR,22.27,32.97
Share-MXAF,21.23,11.2
Share-WVVQ,11.95,18.45
Share-XFUI,20.81,32.5
Share-KRLT,29.73,20.48
Share-BCJD,13.65,17.02
Share-GJTI,23.11,10.72
Share-BKDN,34.66,18.97
Share-ZSZF,26.57,19.68
Share-LDCO,28.36,13.65
Share-DBUJ,0.07,10.73
Share-VBIE,46.52,1.98
Share-CKEE,17.78,33.02
Share-ZECG,43.32,30.76
Share-PWWS,49.36,14.37
Share-LOBE,39.3,31.97
Share-HFXF,0.0,9.56
Share-NZHD,15.79,8.53
Share-LDVW,26.9,37.09
Share-PNHT,8.01,20.1
Share-YNRH,15.48,20.67
Share-CAEQ,36.56,39.17
Share-VRCA,37.94,15.52
Share-WSYK,24.52,25.99
Share-XKDC,27.34,3.05
Share-XUPB,16.58,21.26
Share-IZTA,16.98,12.84
Share-NFKM,42.83,16.48
Share-ONRM,7.48,17.87
Share-TSLL,31.42,7.71
Share-HXDE,33.15,22.02
Share-CUSU,2.66,32.49
Share-ZYBC,39.09,28.26
Share-KJRG,30.57,31.64
Share-RYQW,0.0,1.88
Share-JPLO,9.81,30.98
Share-PRLI,21.38,35.35
Share-PCSR,28.48,0.93
Share-ISXU,23.73,15.06
Share-IUVO,8.47,13.86
Sahre-1,12.92,1.073
Sahre-2,32.05,51.21
Sahre-3,22.05,1.521
Sahre-4,19.97,32.87
Sahre-5,9.971,50.99
Sahre-6,17.14,60.63
Sahre-7,7.146,12.05
Sahre-8,50.37,29.54
Sahre-9,40.37,37.28
Sahre-10,31.02,58.32
Sahre-11,21.02,40.68
Sahre-12,86.46,49.92
Sahre-13,76.46,35.96
Sahre-14,66.30,30.86
Sahre-15,56.30,59.94
Sahre-16,43.12,69.73
Sahre-17,33.12,41.28
Sahre-18,71.26,77.48
Sahre-19,61.26,59.60
Sahre-20,8.961,31.78
Sahre-21,1.038,55.26
Sahre-22,38.62,25.92
Sahre-23,28.62,54.21
Sahre-24,12.13,32.50
Sahre-25,2.130,10.61
Sahre-26,58.56,63.93
Sahre-27,48.56,1.399
Sahre-28,34.49,63.91
Sahre-29,24.49,16.31
Sahre-30,88.03,47.32
Sahre-31,78.03,59.24
Sahre-32,54.96,55.60
Sahre-33,44.96,72.79
Sahre-34,71.56,7.031
Sahre-35,61.56,3.957
Sahre-36,41.91,44.70
Sahre-37,31.91,8.657
Sahre-38,99.23,3.947
Sahre-39,89.23,68.40
Sahre-40,56.81,48.60
Sahre-41,46.81,6.127
Sahre-42,70.65,54.10
Sahre-43,60.65,26.74
Sahre-44,6.922,35.55
Sahre-45,3.077,45.08
Sahre-46,41.71,11.02
Sahre-47,31.71,46.58
Sahre-48,99.15,33.62
Sahre-49,89.15,4.776
Sahre-50,56.17,14.84
Sahre-51,46.17,31.33
Sahre-52,19.31,37.10
Sahre-53,9.318,4.816
Sahre-54,58.16,7.022
Sahre-55,48.16,4.098
Sahre-56,95.96,76.18
Sahre-57,85.96,46.46
Sahre-58,66.01,75.94
Sahre-59,56.01,19.93
Sahre-60,0.020,20.81
Sahre-61,9.979,18.47
Sahre-62,38.38,6.720
Sahre-63,28.38,33.15
Sahre-64,34.86,79.20
Sahre-65,24.86,13.20
Sahre-66,92.02,16.67
Sahre-67,82.02,52.98
Sahre-68,8.682,56.27
Sahre-69,1.317,61.37
Sahre-70,95.67,1.427
Sahre-71,85.67,3.712
Sahre-72,54.52,57.43
Sahre-73,44.52,20.96
Sahre-74,95.48,3.555
Sahre-75,85.48,72.74
Sahre-76,99.56,21.74
Sahre-77,89.56,17.03
Sahre-78,9.343,33.66
Sahre-79,0.656,23.23
Sahre-80,44.65,15.03
Sahre-81,34.65,40.21
Sahre-82,55.66,42.83
Sahre-83,45.66,23.28
Sahre-84,29.32,14.45
Sahre-85,19.32,29.43
Sahre-86,5.603,48.98
Sahre-87,4.396,30.10
Sahre-88,86.01,49.46
Sahre-89,76.01,78.08
Sahre-90,79.04,49.38
Sahre-91,69.04,70.93
Sahre-92,13.42,53.88
Sahre-93,3.420,70.49
Sahre-94,7.378,8.158
Sahre-95,2.621,49.39
Sahre-96,99.78,45.29
Sahre-97,89.78,21.97
Sahre-98,63.61,15.25
Sahre-99,53.61,74.99
Sahre-100,6.113,62.38
Sahre-101,3.886,3.310
Sahre-102,18.25,49.96
Sahre-103,8.254,54.99
Sahre-104,74.31,74.50
Sahre-105,64.31,6.009
Sahre-106,16.09,22.34
Sahre-107,6.096,25.57
Sahre-108,6.107,36.84
Sahre-109,3.892,70.98
Sahre-110,31.22,16.54
Sahre-111,21.22,71.25
Sahre-112,0.063,41.76
Sahre-113,9.936,50.28
Sahre-114,12.05,1.887
Sahre-115,2.051,20.24
Sahre-116,19.02,23.56
Sahre-117,9.024,60.92
Sahre-118,8.948,10.98
Sahre-119,1.051,11.92
Sahre-120,46.90,53.26
Sahre-121,36.90,21.43
Sahre-122,13.69,53.37
Sahre-123,3.694,39.18
Sahre-124,50.13,76.11
Sahre-125,40.13,62.93
Sahre-126,1.974,61.63
Sahre-127,8.025,3.997
Sahre-128,4.715,38.68
Sahre-129,5.284,44.84
Sahre-130,34.17,32.21
Sahre-131,24.17,76.32
Sahre-132,40.75,62.37
Sahre-133,30.75,19.03
Sahre-134,41.62,74.42
Sahre-135,31.62,79.07
Sahre-136,91.82,61.75
Sahre-137,81.82,9.724
Sahre-138,60.32,69.05
Sahre-139,50.32,25.58
Sahre-140,34.04,12.41
Sahre-141,24.04,7.246
Sahre-142,4.427,64.35
Sahre-143,5.572,22.45
Sahre-144,36.29,8.755
Sahre-145,26.29,49.55
Sahre-146,97.31,4.035
Sahre-147,87.31,48.22
Sahre-148,99.46,6.041
Sahre-149,89.46,37.88
Sahre-150,82.79,0.991
Sahre-151,72.79,53.01
Sahre-152,23.69,3.275
Sahre-153,13.69,17.17
Sahre-154,93.77,14.65
Sahre-155,83.77,13.43
Sahre-156,31.29,0.385
Sahre-157,21.29,57.22
Sahre-158,61.04,62.04
Sahre-159,51.04,3.430
Sahre-160,81.98,10.06
Sahre-161,71.98,3.833
Sahre-162,14.27,27.60
Sahre-163,4.270,47.78
Sahre-164,75.98,58.48
Sahre-165,65.98,52.32
Sahre-166,0.921,18.23
Sahre-167,9.078,14.67
Sahre-168,39.66,3.339
Sahre-169,29.66,8.285
Sahre-170,70.67,50.74
Sahre-171,60.67,8.816
Sahre-172,71.33,44.17
Sahre-173,61.33,24.53
Sahre-174,51.18,6.434
Sahre-175,41.18,69.98
Sahre-176,95.57,67.14
Sahre-177,85.57,51.41
Sahre-178,30.72,15.54
Sahre-179,20.72,52.47
Sahre-180,86.04,74.95
Sahre-181,76.04,78.80
Sahre-182,49.73,18.47
Sahre-183,39.73,48.01
Sahre-184,33.29,21.84
Sahre-185,23.29,11.81
Sahre-186,30.65,14.13
Sahre-187,20.65,4.963
Sahre-188,33.37,4.061
Sahre-189,23.37,41.19
Sahre-190,9.510,45.72
Sahre-191,0.489,35.45
Sahre-192,20.67,27.35
Sahre-193,10.67,23.62
Sahre-194,96.50,60.12
Sahre-195,86.50,62.45
Sahre-196,80.35,2.398
Sahre-197,70.35,60.30
Sahre-198,40.73,72.82
Sahre-199,30.73,19.56
Sahre-200,85.51,79.38
Sahre-201,75.51,1.764
Sahre-202,12.50,72.00
Sahre-203,2.506,19.13
Sahre-204,88.81,39.67
Sahre-205,78.81,2.090
Sahre-206,63.73,14.55
Sahre-207,53.73,37.02
Sahre-208,53.28,5.026
Sahre-209,43.28,24.95
Sahre-210,52.24,2.950
Sahre-211,42.24,28.57
Sahre-212,94.10,15.89
Sahre-213,84.10,4.612
Sahre-214,10.57,12.76
Sahre-215,0.570,15.81
Sahre-216,9.383,16.80
Sahre-217,0.616,68.70
Sahre-218,7.078,43.38
Sahre-219,2.921,75.21
Sahre-220,63.54,73.23
Sahre-221,53.54,0.088
Sahre-222,32.37,36.35
Sahre-223,22.37,29.31
Sahre-224,7.970,53.90
Sahre-225,2.029,66.75
Sahre-226,64.95,0.739
Sahre-227,54.95,55.51
Sahre-228,94.39,11.73
Sahre-229,84.39,66.56
Sahre-230,70.85,58.41
Sahre-231,60.85,57.12
Sahre-232,0.333,1.539
Sahre-233,9.666,14.92
Sahre-234,62.54,22.40
Sahre-235,52.54,69.97
Sahre-236,97.44,75.69
Sahre-237,87.44,25.84
Sahre-238,7.495,16.91
Sahre-239,2.504,17.69
Sahre-240,65.63,12.56
Sahre-241,55.63,43.84
Sahre-242,86.27,59.10
Sahre-243,76.27,45.05
Sahre-244,31.65,27.06
Sahre-245,21.65,35.09
Sahre-246,81.89,38.06
Sahre-247,71.89,17.71
Sahre-248,74.47,78.08
Sahre-249,64.47,8.903
Sahre-250,48.73,41.53
Sahre-251,38.73,78.68
Sahre-252,68.24,73.27
Sahre-253,58.24,72.84
Sahre-254,32.53,58.36
Sahre-255,22.53,3.589
Sahre-256,3.903,55.17
Sahre-257,6.096,45.21
Sahre-258,37.54,20.59
Sahre-259,27.54,49.21
Sahre-260,14.92,1.945
Sahre-261,4.929,66.78
Sahre-262,10.85,29.05
Sahre-263,0.858,35.75
Sahre-264,13.82,37.13
Sahre-265,3.824,15.83
Sahre-266,3.432,17.10
Sahre-267,6.567,66.27
Sahre-268,80.91,5.596
Sahre-269,70.91,69.62
Sahre-270,48.40,67.72
Sahre-271,38.40,78.17
Sahre-272,89.18,42.35
Sahre-273,79.18,45.49
Sahre-274,3.298,55.89
Sahre-275,6.701,7.631
Sahre-276,56.57,17.30
Sahre-277,46.57,3.210
Sahre-278,43.78,3.707
Sahre-279,33.78,29.88
Sahre-280,13.84,69.90
Sahre-281,3.849,7.669
Sahre-282,70.81,77.80
Sahre-283,60.81,27.58
Sahre-284,94.59,3.767
Sahre-285,84.59,15.44
Sahre-286,44.47,21.34
Sahre-287,34.47,6.687
Sahre-288,47.17,74.43
Sahre-289,37.17,7.468
Sahre-290,25.18,55.98
Sahre-291,15.18,40.58
Sahre-292,84.78,7.569
Sahre-293,74.78,32.15
Sahre-294,34.49,34.64
Sahre-295,24.49,44.49
Sahre-296,51.19,9.054
Sahre-297,41.19,5.787
Sahre-298,11.71,9.763
Sahre-299,1.718,7.195
Sahre-300,59.93,1.603
Sahre-301,49.93,51.78
Sahre-302,57.12,63.72
Sahre-303,47.12,40.16
Sahre-304,53.37,42.06
Sahre-305,43.37,13.95
Sahre-306,83.52,4.233
Sahre-307,73.52,32.09
Sahre-308,54.58,8.840
Sahre-309,44.58,46.50
Sahre-310,6.377,16.77
Sahre-311,3.622,17.88
Sahre-312,89.13,69.10
Sahre-313,79.13,13.40
Sahre-314,86.95,70.23
Sahre-315,76.95,14.46
Sahre-316,58.85,30.50
Sahre-317,48.85,12.10
Sahre-318,85.70,36.24
Sahre-319,75.70,73.77
Sahre-320,73.31,50.83
Sahre-321,63.31,19.95
Sahre-322,41.73,13.66
Sahre-323,31.73,19.82
Sahre-324,45.36,54.47
Sahre-325,35.36,15.59
Sahre-326,2.869,76.45
Sahre-327,7.130,20.13
Sahre-328,80.80,44.80
Sahre-329,70.80,26.74
Sahre-330,35.94,5.449
Sahre-331,25.94,42.24
Sahre-332,3.147,42.00
Sahre-333,6.852,68.07
Sahre-334,88.74,12.47
Sahre-335,78.74,10.60
Sahre-336,52.37,25.25
Sahre-337,42.37,6.611
Sahre-338,89.89,33.12
Sahre-339,79.89,3.072
Sahre-340,64.39,13.58
Sahre-341,54.39,62.77
Sahre-342,0.905,2.625
Sahre-343,9.094,69.85
Sahre-344,27.88,11.51
Sahre-345,17.88,39.53
Sahre-346,81.99,54.30
Sahre-347,71.99,5.847
Sahre-348,82.78,4.387
Sahre-349,72.78,25.33
Sahre-350,81.55,41.27
Sahre-351,71.55,66.26
Sahre-352,81.07,13.45
Sahre-353,71.07,48.74
Sahre-354,5.234,2.906
Sahre-355,4.765,3.781
Sahre-356,83.86,60.72
Sahre-357,73.86,16.05
Sahre-358,34.85,3.046
Sahre-359,24.85,10.65
Sahre-360,53.74,58.28
Sahre-361,43.74,50.74
Sahre-362,35.90,69.23
Sahre-363,25.90,69.40
Sahre-364,91.19,11.69
Sahre-365,81.19,42.86
Sahre-366,48.66,33.32
Sahre-367,38.66,64.62
Sahre-368,16.71,48.55
Sahre-369,6.718,3.445
Sahre-370,60.32,78.62
Sahre-371,50.32,3.100
Sahre-372,25.52,51.00
Sahre-373,15.52,0.534
Sahre-374,62.80,64.13
Sahre-375,52.80,4.612
Sahre-376,59.93,46.38
Sahre-377,49.93,12.49
Sahre-378,54.60,5.301
Sahre-379,44.60,43.98
Sahre-380,93.67,17.52
Sahre-381,83.67,38.56
Sahre-382,79.10,13.74
Sahre-383,69.10,54.50
Sahre-384,0.725,10.94
Sahre-385,9.274,2.704
Sahre-386,12.06,27.11
Sahre-387,2.069,72.04
Sahre-388,28.62,10.25
Sahre-389,18.62,25.35
Sahre-390,95.20,63.91
Sahre-391,85.20,59.80
Sahre-392,64.34,78.09
Sahre-393,54.34,28.00
Sahre-394,69.48,21.26
Sahre-395,59.48,77.82
Sahre-396,11.12,59.51
Sahre-397,1.127,10.62
Sahre-398,45.52,5.110
Sahre-399,35.52,45.97
Sahre-400,59.61,18.61
Sahre-401,49.61,11.44
Sahre-402,85.68,49.76
Sahre-403,75.68,40.84
Sahre-404,56.56,79.88
Sahre-405,46.56,6.315
Sahre-406,79.47,24.58
Sahre-407,69.47,39.85
Sahre-408,54.07,46.94
Sahre-409,44.07,5.032
Sahre-410,71.84,26.73
Sahre-411,61.84,14.83
Sahre-412,26.57,8.803
Sahre-413,16.57,74.68
Sahre-414,44.67,6.586
Sahre-415,34.67,38.59
Sahre-416,13.06,19.03
Sahre-417,3.060,10.00
Sahre-418,69.54,13.51
Sahre-419,59.54,35.68
Sahre-420,49.22,9.731
Sahre-421,39.22,19.11
Sahre-422,90.14,77.65
Sahre-423,80.14,19.79
Sahre-424,25.89,79.69
Sahre-425,15.89,29.68
Sahre-426,62.42,0.900
Sahre-427,52.42,25.75
Sahre-428,40.29,6.403
Sahre-429,30.29,26.97
Sahre-430,92.13,58.07
Sahre-431,82.13,11.63
Sahre-432,96.42,13.94
Sahre-433,86.42,70.10
Sahre-434,0.273,0.605
Sahre-435,9.726,0.542
Sahre-436,80.94,5.289
Sahre-437,70.94,54.56
Sahre-438,8.430,73.44
Sahre-439,1.569,69.86
Sahre-440,68.58,8.459
Sahre-441,58.58,20.91
Sahre-442,55.93,2.913
Sahre-443,45.93,10.48
Sahre-444,30.00,48.40
Sahre-445,20.00,44.89
Sahre-446,80.81,75.35
Sahre-447,70.81,58.67
Sahre-448,2.635,47.38
Sahre-449,7.364,63.07
Sahre-450,87.73,29.76
Sahre-451,77.73,19.74
Sahre-452,46.86,51.35
Sahre-453,36.86,9.944
Sahre-454,71.28,58.10
Sahre-455,61.28,45.00
Sahre-456,24.19,58.71
Sahre-457,14.19,9.767
Sahre-458,21.47,75.18
Sahre-459,11.47,0.566
Sahre-460,11.53,10.01
Sahre-461,1.535,20.17
Sahre-462,35.73,29.60
Sahre-463,25.73,0.524
Sahre-464,16.92,8.716
Sahre-465,6.927,40.89
Sahre-466,0.706,59.78
Sahre-467,9.293,9.105
Sahre-468,97.65,9.448
Sahre-469,87.65,79.64
Sahre-470,56.97,17.16
Sahre-471,46.97,57.91
Sahre-472,16.92,77.69
Sahre-473,6.922,69.86
Sahre-474,90.90,21.64
Sahre-475,80.90,35.30
Sahre-476,65.90,45.47
Sahre-477,55.90,24.00
Sahre-478,64.20,70.07
Sahre-479,54.20,1.208
Sahre-480,52.68,76.70
Sahre-481,42.68,7.347
Sahre-482,31.45,79.31
Sahre-483,21.45,17.91
Sahre-484,58.70,51.58
Sahre-485,48.70,46.78
Sahre-486,0.513,26.85
Sahre-487,9.486,43.07
Sahre-488,21.67,41.05
Sahre-489,11.67,78.40
Sahre-490,77.03,74.25
Sahre-491,67.03,65.39
Sahre-492,75.28,28.59
Sahre-493,65.28,2.109
Sahre-494,58.52,32.63
Sahre-495,48.52,64.17
Sahre-496,56.97,2.196
Sahre-497,46.97,79.56
Sahre-498,88.88,60.51
Sahre-499,78.88,28.37
Sahre-500,57.16,11.11
Sahre-501,47.16,63.21
Sahre-502,16.98,16.78
Sahre-503,6.980,5.981
Sahre-504,48.77,18.48
Sahre-505,38.77,3.843
Sahre-506,82.61,13.86
Sahre-507,72.61,72.56
Sahre-508,90.03,5.858
Sahre-509,80.03,17.17
Sahre-510,28.23,16.08
Sahre-511,18.23,38.70
Sahre-512,73.74,6.978
Sahre-513,63.74,69.03
Sahre-514,68.68,54.03
Sahre-515,58.68,9.214
Sahre-516,79.69,47.94
Sahre-517,69.69,21.95
Sahre-518,19.15,60.98
Sahre-519,9.158,40.55
Sahre-520,84.14,16.94
Sahre-521,74.14,2.015
Sahre-522,34.00,68.36
Sahre-523,24.00,34.87
Sahre-524,88.72,17.39
Sahre-525,78.72,32.53
Sahre-526,88.75,44.24
Sahre-527,78.75,2.002
Sahre-528,81.38,11.38
Sahre-529,71.38,3.563
Sahre-530,68.64,30.04
Sahre-531,58.64,23.04
Sahre-532,24.94,47.38
Sahre-533,14.94,54.03
Sahre-534,80.02,53.34
Sahre-535,70.02,74.24
Sahre-536,18.09,2.687
Sahre-537,8.092,14.12
Sahre-538,65.35,60.36
Sahre-539,55.35,50.82
Sahre-540,77.52,11.61
Sahre-541,67.52,10.45
Sahre-542,24.28,33.26
Sahre-543,14.28,10.24
Sahre-544,50.46,34.57
Sahre-545,40.46,7.986
Sahre-546,15.08,77.64
Sahre-547,5.089,40.44
Sahre-548,98.70,9.897
Sahre-549,88.70,11.22
Sahre-550,53.57,19.64
Sahre-551,43.57,10.97
Sahre-552,74.09,17.57
Sahre-553,64.09,16.77
Sahre-554,48.66,67.56
Sahre-555,38.66,24.72
Sahre-556,28.33,11.77
Sahre-557,18.33,57.63
Sahre-558,88.07,13.73
Sahre-559,78.07,18.87
Sahre-560,0.721,7.220
Sahre-561,9.278,67.56
Sahre-562,28.76,12.82
Sahre-563,18.76,1.189
Sahre-564,44.86,65.59
Sahre-565,34.86,9.903
Sahre-566,51.18,13.38
Sahre-567,41.18,13.61
Sahre-568,20.28,2.545
Sahre-569,10.28,32.41
Sahre-570,60.34,29.06
Sahre-571,50.34,16.18
Sahre-572,11.17,55.69
Sahre-573,1.176,0.834
Sahre-574,8.864,57.83
Sahre-575,1.135,9.263
Sahre-576,34.86,45.20
Sahre-577,24.86,74.79
Sahre-578,47.90,38.50
Sahre-579,37.90,76.76
Sahre-580,33.56,25.24
Sahre-581,23.56,0.926
Sahre-582,19.85,36.86
Sahre-583,9.854,78.67
Sahre-584,42.17,7.908
Sahre-585,32.17,63.85
Sahre-586,34.45,73.75
Sahre-587,24.45,19.99
Sahre-588,53.29,16.51
Sahre-589,43.29,42.69
Sahre-590,14.06,19.61
Sahre-591,4.063,59.26
Sahre-592,19.91,49.39
Sahre-593,9.919,65.23
Sahre-594,52.22,13.96
Sahre-595,42.22,16.21
Sahre-596,71.24,53.32
Sahre-597,61.24,34.48
Sahre-598,55.12,70.37
Sahre-599,45.12,9.695
Sahre-600,9.541,58.52
Sahre-601,0.458,1.339
Sahre-602,59.61,50.12
Sahre-603,49.61,43.99
Sahre-604,53.24,0.406
Sahre-605,43.24,9.979
Sahre-606,95.93,1.620
Sahre-607,85.93,34.00
Sahre-608,22.69,10.29
Sahre-609,12.69,66.85
Sahre-610,48.03,14.85
Sahre-611,38.03,27.64
Sahre-612,46.99,62.08
Sahre-613,36.99,10.62
Sahre-614,35.89,10.72
Sahre-615,25.89,28.85
Sahre-616,95.48,1.074
Sahre-617,85.48,51.79
Sahre-618,70.45,23.62
Sahre-619,60.45,17.33
Sahre-620,96.72,28.41
Sahre-621,86.72,21.59
Sahre-622,73.21,78.99
Sahre-623,63.21,60.77
Sahre-624,74.55,68.63
Sahre-625,64.55,60.96
Sahre-626,38.11,50.32
Sahre-627,28.11,79.06
Sahre-628,89.73,3.383
Sahre-629,79.73,3.650
Sahre-630,70.23,61.85
Sahre-631,60.23,6.589
Sahre-632,42.41,11.79
Sahre-633,32.41,15.32
Sahre-634,5.989,30.28
Sahre-635,4.010,38.61
Sahre-636,77.66,48.41
Sahre-637,67.66,73.36
Sahre-638,27.81,32.10
Sahre-639,17.81,33.73
Sahre-640,74.40,2.984
Sahre-641,64.40,9.480
Sahre-642,71.96,6.814
Sahre-643,61.96,64.04
Sahre-644,85.82,0.948
Sahre-645,75.82,0.535
Sahre-646,62.49,74.59
Sahre-647,52.49,32.20
Sahre-648,48.24,72.17
Sahre-649,38.24,34.55
Sahre-650,74.96,27.82
Sahre-651,64.96,28.64
Sahre-652,65.59,26.01
Sahre-653,55.59,49.91
Sahre-654,52.88,75.15
Sahre-655,42.88,17.83
Sahre-656,52.04,13.30
Sahre-657,42.04,2.954
Sahre-658,18.91,7.630
Sahre-659,8.911,3.116
Sahre-660,44.15,64.75
Sahre-661,34.15,31.28
Sahre-662,60.53,70.83
Sahre-663,50.53,2.760
Sahre-664,14.76,70.91
Sahre-665,4.764,2.610
Sahre-666,28.59,0.511
Sahre-667,18.59,37.74
Sahre-668,23.62,68.29
Sahre-669,13.62,70.93
Sahre-670,52.02,12.88
Sahre-671,42.02,43.00
Sahre-672,63.52,76.99
Sahre-673,53.52,69.50
Sahre-674,49.39,79.26
Sahre-675,39.39,47.08
Sahre-676,96.82,9.616
Sahre-677,86.82,10.93
Sahre-678,96.35,60.71
Sahre-679,86.35,68.68
Sahre-680,19.68,23.98
Sahre-681,9.688,27.87
Sahre-682,94.00,22.73
Sahre-683,84.00,40.95
Sahre-684,38.64,17.56
Sahre-685,28.64,42.01
Sahre-686,83.27,5.483
Sahre-687,73.27,69.98
Sahre-688,10.68,22.93
Sahre-689,0.684,49.18
Sahre-690,16.84,54.32
Sahre-691,6.847,60.03
Sahre-692,69.35,57.15
Sahre-693,59.35,39.39
Sahre-694,80.16,16.12
Sahre-695,70.16,12.86
Sahre-696,15.01,69.24
Sahre-697,5.013,11.25
Sahre-698,94.14,8.219
Sahre-699,84.14,4.725
Sahre-700,35.66,59.42
Sahre-701,25.66,42.63
Sahre-702,26.41,12.16
Sahre-703,16.41,5.732
Sahre-704,94.69,13.47
Sahre-705,84.69,5.985
Sahre-706,74.85,65.30
Sahre-707,64.85,2.683
Sahre-708,67.96,63.97
Sahre-709,57.96,49.46
Sahre-710,5.106,57.13
Sahre-711,4.893,9.959
Sahre-712,15.64,10.56
Sahre-713,5.641,65.06
Sahre-714,5.936,8.210
Sahre-715,4.063,55.99
Sahre-716,69.18,13.29
Sahre-717,59.18,36.11
Sahre-718,30.86,8.198
Sahre-719,20.86,25.03
Sahre-720,50.77,31.95
Sahre-721,40.77,18.17
Sahre-722,45.97,40.47
Sahre-723,35.97,46.00
Sahre-724,22.19,15.23
Sahre-725,12.19,8.339
Sahre-726,44.97,12.11
Sahre-727,34.97,77.04
Sahre-728,1.739,0.043
Sahre-729,8.260,50.97
Sahre-730,35.43,6.576
Sahre-731,25.43,75.26
Sahre-732,36.81,9.610
Sahre-733,26.81,38.59
Sahre-734,7.999,51.11
Sahre-735,2.000,0.527
Sahre-736,33.77,3.326
Sahre-737,23.77,6.081
Sahre-738,71.32,13.87
Sahre-739,61.32,40.42
Sahre-740,56.01,55.19
Sahre-741,46.01,78.59
Sahre-742,52.56,8.066
Sahre-743,42.56,78.29
Sahre-744,91.78,3.936
Sahre-745,81.78,49.98
Sahre-746,58.29,8.771
Sahre-747,48.29,65.71
Sahre-748,12.73,79.63
Sahre-749,2.739,19.43
Sahre-750,31.32,32.36
Sahre-751,21.32,1.973
Sahre-752,48.99,14.27
Sahre-753,38.99,58.20
Sahre-754,21.63,42.68
Sahre-755,11.63,16.66
Sahre-756,76.93,47.40
Sahre-757,66.93,66.82
Sahre-758,4.000,68.75
Sahre-759,5.999,18.13
Sahre-760,4.354,72.12
Sahre-761,5.645,64.38
Sahre-762,83.26,13.80
Sahre-763,73.26,16.05
Sahre-764,32.40,33.66
Sahre-765,22.40,7.516
Sahre-766,59.94,70.26
Sahre-767,49.94,0.627
Sahre-768,39.94,2.365
Sahre-769,29.94,1.162
Sahre-770,82.13,33.37
Sahre-771,72.13,3.617
Sahre-772,66.28,46.79
Sahre-773,56.28,17.29
Sahre-774,25.97,75.86
Sahre-775,15.97,8.380
Sahre-776,13.45,30.27
Sahre-777,3.455,15.56
Sahre-778,71.63,76.67
Sahre-779,61.63,8.301
Sahre-780,94.77,15.88
Sahre-781,84.77,26.30
Sahre-782,50.15,54.78
Sahre-783,40.15,7.384
Sahre-784,51.94,3.942
Sahre-785,41.94,62.17
Sahre-786,45.89,21.92
Sahre-787,35.89,9.864
Sahre-788,65.11,46.34
Sahre-789,55.11,17.37
Sahre-790,68.77,64.93
